tenant_id,transaction_date,category_name,city,region,total_revenue,units_sold
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-22,Home & Garden,New York,NY,633.65,6
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-22,Sports,San Francisco,CA,1889.15,12
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-23,Electronics,Austin,TX,4639.84,7
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-23,Clothing,New York,NY,1080.74,6
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-23,Home & Garden,San Francisco,CA,789.25,6
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-23,Sports,San Francisco,CA,1718.95,11
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-24,Electronics,Los Angeles,CA,3220.36,16
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-24,Clothing,Los Angeles,CA,1168.34,6
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-24,Home & Garden,Austin,TX,640.17,3
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-24,Sports,San Francisco,CA,1471.55,13
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-25,Electronics,Seattle,WA,3981.5,13
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-25,Clothing,San Francisco,CA,1162.15,6
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-25,Home & Garden,Dallas,TX,566.65,4
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-25,Sports,Chicago,IL,1333.12,6
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-26,Electronics,Seattle,WA,4718.19,11
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-26,Clothing,Dallas,TX,1035.43,5
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-26,Home & Garden,Los Angeles,CA,697.81,8
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-26,Sports,Austin,TX,1659.31,7
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-27,Electronics,Los Angeles,CA,5049.69,16
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-27,Clothing,San Francisco,CA,1396.71,7
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-27,Home & Garden,San Francisco,CA,779.87,4
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-27,Sports,New York,NY,2230.78,6
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-28,Electronics,New York,NY,2916.05,13
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-28,Clothing,Chicago,IL,700.42,11
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-28,Home & Garden,Los Angeles,CA,543.11,3
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-28,Sports,San Francisco,CA,1609.61,7
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-29,Electronics,Dallas,TX,3486.67,16
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-29,Clothing,Chicago,IL,1093.04,6
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-29,Home & Garden,Chicago,IL,884.28,3
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-29,Sports,Los Angeles,CA,1884.09,11
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-30,Electronics,Seattle,WA,3476.47,14
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-30,Clothing,New York,NY,981.41,11
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-30,Home & Garden,Los Angeles,CA,496.77,4
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-30,Sports,Dallas,TX,1657.51,10
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-31,Electronics,New York,NY,3224.36,13
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-31,Clothing,Los Angeles,CA,1079.55,9
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-31,Home & Garden,Dallas,TX,572.39,4
e883201e-276b-44ce-bc0f-7c9c365ca301,2026-01-31,Sports,San Francisco,CA,2024.93,11
