tenant_id,transaction_date,category_name,city,region,total_revenue,units_sold
acmecorp,2025-11-19,Home & Garden,New York,NY,1275.18,10
acmecorp,2025-11-19,Sports,Dallas,TX,2749.75,12
acmecorp,2025-11-20,Electronics,Dallas,TX,5777.02,18
acmecorp,2025-11-20,Clothing,Seattle,WA,1328.71,11
acmecorp,2025-11-20,Home & Garden,Seattle,WA,956.79,11
acmecorp,2025-11-20,Sports,Chicago,IL,2520.24,18
acmecorp,2025-11-21,Electronics,Chicago,IL,5152.96,19
acmecorp,2025-11-21,Clothing,Austin,TX,1099.18,13
acmecorp,2025-11-21,Home & Garden,Austin,TX,1191.24,9
acmecorp,2025-11-21,Sports,Los Angeles,CA,2604.46,8
acmecorp,2025-11-22,Electronics,Los Angeles,CA,6807.55,15
acmecorp,2025-11-22,Clothing,Seattle,WA,991.6,15
acmecorp,2025-11-22,Home & Garden,Chicago,IL,969.79,6
acmecorp,2025-11-22,Sports,Austin,TX,2799.65,15
acmecorp,2025-11-23,Electronics,Seattle,WA,5544.52,10
acmecorp,2025-11-23,Clothing,Seattle,WA,1520.13,10
acmecorp,2025-11-23,Home & Garden,San Francisco,CA,1269.62,9
acmecorp,2025-11-23,Sports,Austin,TX,2026.55,9
acmecorp,2025-11-24,Electronics,Dallas,TX,6929.9,14
acmecorp,2025-11-24,Clothing,Chicago,IL,1720.67,11
acmecorp,2025-11-24,Home & Garden,Chicago,IL,789.29,5
acmecorp,2025-11-24,Sports,San Francisco,CA,2338.02,9
acmecorp,2025-11-25,Electronics,Los Angeles,CA,4962.56,12
acmecorp,2025-11-25,Clothing,Chicago,IL,1442.07,15
acmecorp,2025-11-25,Home & Garden,Dallas,TX,1273.57,7
acmecorp,2025-11-25,Sports,Seattle,WA,2404.7,8
acmecorp,2025-11-26,Electronics,Austin,TX,3624.38,16
acmecorp,2025-11-26,Clothing,Los Angeles,CA,1750.15,9
acmecorp,2025-11-26,Home & Garden,Los Angeles,CA,1176.22,8
acmecorp,2025-11-26,Sports,New York,NY,2080.7,11
acmecorp,2025-11-27,Electronics,Chicago,IL,5578.61,16
acmecorp,2025-11-27,Clothing,New York,NY,1544.61,13
acmecorp,2025-11-27,Home & Garden,Chicago,IL,1090.32,9
acmecorp,2025-11-27,Sports,New York,NY,2872.45,10
acmecorp,2025-11-28,Electronics,Los Angeles,CA,5204.4,20
acmecorp,2025-11-28,Clothing,New York,NY,1386.07,8
acmecorp,2025-11-28,Home & Garden,Seattle,WA,1041.23,9
acmecorp,2025-11-28,Sports,San Francisco,CA,2261.78,11
acmecorp,2025-11-29,Electronics,Austin,TX,4470.56,20
acmecorp,2025-11-29,Clothing,San Francisco,CA,1775.01,13
acmecorp,2025-11-29,Home & Garden,Austin,TX,1243.32,6
acmecorp,2025-11-29,Sports,Seattle,WA,3250.28,14
acmecorp,2025-11-30,Electronics,Los Angeles,CA,4563.71,20
acmecorp,2025-11-30,Clothing,Chicago,IL,1409.33,11
acmecorp,2025-11-30,Home & Garden,Austin,TX,1007.71,11
acmecorp,2025-11-30,Sports,New York,NY,2836.47,11
